throughput_mbps,bytes_per_packet,packet_rate,port_asymmetry,rx_throughput_mbps,utilization,jitter_mbps,burstiness,rx_tx_ratio,tx_error_rate,rx_error_rate,idle_flag,traffic_type
0.022664,1442.0,1.9646,0.0,0.022909,0.000227,0.020017,1.12438,1.010818,0.0,0.0,0,ICMP
0.031679,1268.25,3.1223,0.0,0.0,0.000317,0.013618,1.682996,0.0,0.0,0.0,0,ICMP
0.023378,1121.23,2.6063,23.0769,0.023128,0.000234,0.020082,1.108224,0.989297,0.0,0.0,0,ICMP
16.286756,1500.0,128.899,7.5,0.063192,0.162868,30.540291,0.814581,0.00388,0.0,0.0,0,HTTP
0.052619,1315.64,4.9993,9.0909,0.05243,0.000526,0.02684,0.992486,0.996407,0.0,0.0,0,ICMP
10.49881,1358.0,966.3853,0.0,0.00017,0.104988,4.614006,0.846464,1.6e-05,0.0,0.0,0,VIDEO
10.080419,1358.0,927.8736,0.0,0.000163,0.100804,0.25819,0.025321,1.6e-05,0.0,0.0,0,VIDEO
2.345797,242.0,1211.6721,0.0,0.000161,0.023458,0.989396,1.54973,6.9e-05,0.0,0.0,0,GAMING
0.218935,66.0,414.6506,0.0,69.118942,0.002189,0.082118,0.716372,2.0,0.0,0.0,0,HTTP
0.185324,66.08,350.5786,0.0,56.299905,0.001853,0.089499,0.811865,2.0,0.0,0.0,0,HTTP
2.49767,241.94,1290.4417,0.0,0.0,0.024977,0.986722,0.587191,0.0,0.0,0.0,0,GAMING
2.339818,241.91,1209.0376,0.0,0.0,0.023398,0.07484,0.030313,0.0,0.0,0.0,0,GAMING
1.874077,1341.58,174.6145,0.0,0.000874,0.018741,0.811402,1.731222,0.000466,0.0,0.0,0,VIDEO
2.370432,241.94,1224.7017,0.0,0.0,0.023704,0.048395,0.020307,0.0,0.0,0.0,0,GAMING
6.837804,1354.03,631.2451,0.0,0.001164,0.068378,2.960856,1.732051,0.00017,0.0,0.0,0,VIDEO
1.977959,241.67,1023.0606,0.0,0.001149,0.01978,0.856481,1.732051,0.000581,0.0,0.0,0,GAMING
0.161754,66.0,306.3519,0.0,57.521269,0.001618,0.081858,0.629024,2.0,0.0,0.0,0,HTTP
70.445761,1500.0,471.6709,11.3714,0.220723,0.704458,30.505395,0.860113,0.003133,0.0,0.0,0,HTTP
0.780888,1500.0,10.3442,0.0,0.005895,0.007809,35.847038,0.991083,0.007549,0.0,0.0,0,HTTP
0.013155,1094.5,1.5024,0.0,0.0,0.000132,0.005601,1.621818,0.0,0.0,0.0,0,ICMP
2.249424,241.91,1162.3284,0.0,0.0,0.022494,1.048221,1.006131,0.0,0.0,0.0,0,GAMING
10.418038,1357.18,959.5319,0.0,0.0,0.10418,0.275019,0.026107,0.0,0.0,0.0,0,VIDEO
2.647795,241.94,1368.0075,0.0,0.0,0.026478,0.608683,0.286128,0.0,0.0,0.0,0,GAMING
0.048585,1315.64,4.6161,9.0909,0.04841,0.000486,0.017171,0.711204,0.996407,0.0,0.0,0,ICMP
2.375084,241.91,1227.2593,0.0,0.0,0.023751,0.041858,0.017402,0.0,0.0,0.0,0,GAMING
10.561685,1357.18,972.7592,0.0,0.0,0.105617,0.39777,0.037756,0.0,0.0,0.0,0,VIDEO
48.716047,1500.0,333.8131,12.1414,0.154854,0.48716,25.404457,0.591146,0.003179,0.0,0.0,0,HTTP
52.335919,1500.0,361.533,9.0652,0.173842,0.523359,29.342066,0.78579,0.003322,0.0,0.0,0,HTTP
0.045646,1260.7,4.5259,13.0435,0.045401,0.000456,0.020312,0.852017,0.99462,0.0,0.0,0,ICMP
0.014205,978.67,1.8143,0.0,0.013953,0.000142,0.018649,1.236011,0.982289,0.0,0.0,0,ICMP
2.241846,241.91,1158.4161,0.0,0.0,0.022418,0.155871,0.065022,0.0,0.0,0.0,0,GAMING
72.481065,1500.0,486.7922,10.795,0.229212,0.724811,32.687462,0.900495,0.003162,0.0,0.0,0,HTTP
11.025376,1357.45,1015.2626,0.0,0.0,0.110254,4.4199,0.588418,0.0,0.0,0.0,0,VIDEO
0.108445,66.12,205.0264,0.0,32.184637,0.001084,0.062964,0.647909,2.0,0.0,0.0,0,HTTP
10.535971,1357.18,970.3952,0.0,0.0,0.10536,4.333634,0.701876,0.0,0.0,0.0,0,VIDEO
10.146248,1358.0,933.933,0.0,0.000248,0.101462,0.167638,0.016425,2.4e-05,0.0,0.0,0,VIDEO
0.046997,1442.0,4.074,0.0,0.047167,0.00047,0.018361,0.792258,1.003606,0.0,0.0,0,ICMP
9.760987,1357.45,898.8379,0.0,0.0,0.09761,0.371081,0.036571,0.0,0.0,0.0,0,VIDEO
0.217416,65.98,411.8943,0.0,69.433491,0.002174,0.094595,0.848116,2.0,0.0,0.0,0,HTTP
0.04558,1260.7,4.5193,13.0435,0.045334,0.000456,0.023243,0.993691,0.99462,0.0,0.0,0,ICMP
2.39803,241.94,1238.9592,0.0,0.0,0.02398,0.046878,0.019622,0.0,0.0,0.0,0,GAMING
0.037859,1442.0,3.2818,0.0,0.03803,0.000379,0.020416,0.83932,1.004508,0.0,0.0,0,ICMP
72.855667,1500.0,459.0211,10.3315,0.217279,0.728557,32.751748,1.017077,0.002982,0.0,0.0,0,HTTP
0.047285,1442.0,4.0989,0.0,0.047456,0.000473,0.020475,1.732051,1.003606,0.0,0.0,0,ICMP
0.02738,1442.0,2.3735,0.0,0.027532,0.000274,0.018609,1.050383,1.005548,0.0,0.0,0,ICMP
8.675948,1354.57,800.6175,0.0,0.001395,0.086759,0.865501,0.086684,0.000161,0.0,0.0,0,VIDEO
2.470211,241.94,1276.2542,0.0,0.0,0.024702,0.116035,0.04854,0.0,0.0,0.0,0,GAMING
2.521748,242.0,1302.5558,0.0,0.000262,0.025217,0.078791,0.032812,0.000104,0.0,0.0,0,GAMING
73.111532,1500.0,492.4958,11.3347,0.230563,0.731115,28.291985,0.788028,0.003154,0.0,0.0,0,HTTP
10.968841,1357.18,1010.2621,0.0,0.0,0.109688,4.449061,0.593399,0.0,0.0,0.0,0,VIDEO
2.418024,241.94,1249.2922,0.0,0.0,0.02418,0.176733,0.07203,0.0,0.0,0.0,0,GAMING
11.528929,1357.18,1061.8471,0.0,0.0,0.115289,0.676715,0.064965,0.0,0.0,0.0,0,VIDEO
2.477498,241.91,1280.1783,0.0,0.0,0.024775,0.063731,0.026206,0.0,0.0,0.0,0,GAMING
0.215876,65.99,408.9375,0.0,68.1368,0.002159,0.091114,1.064068,2.0,0.0,0.0,0,HTTP
0.047522,1315.64,4.5151,0.0,0.0,0.000475,0.020485,1.701305,0.0,0.0,0.0,0,ICMP
2.411854,241.94,1246.1026,0.0,0.0,0.024119,0.051228,0.020955,0.0,0.0,0.0,0,GAMING
0.104312,66.12,197.2034,0.0,29.635779,0.001043,0.081945,0.705735,2.0,0.0,0.0,0,HTTP
0.031679,1268.25,3.1223,0.0,0.0,0.000317,0.013618,1.682996,0.0,0.0,0.0,0,ICMP
2.333421,242.0,1205.2794,0.0,0.00024,0.023334,0.124583,0.051488,0.000103,0.0,0.0,0,GAMING
0.050627,1315.64,4.8101,9.0909,0.050445,0.000506,0.018172,0.751193,0.996407,0.0,0.0,0,ICMP
10.151731,1357.18,935.0025,0.0,0.0,0.101517,0.608566,0.057369,0.0,0.0,0.0,0,VIDEO
2.279471,242.0,1177.4125,0.0,0.000156,0.022795,0.124533,0.051672,6.8e-05,0.0,0.0,0,GAMING
10.315278,1355.06,951.5538,0.0,0.001301,0.103153,4.466646,1.732051,0.000126,0.0,0.0,0,VIDEO
56.633482,1500.0,373.1825,9.5611,0.178201,0.566335,27.421664,0.658538,0.003147,0.0,0.0,0,HTTP
9.802625,1357.46,902.6646,0.0,0.0,0.098026,0.803082,0.077414,0.0,0.0,0.0,0,VIDEO
0.04378,1260.7,4.3409,13.0435,0.043545,0.000438,0.016528,0.71017,0.99462,0.0,0.0,0,ICMP
10.426688,1357.19,960.3186,0.0,0.0,0.104267,0.566433,0.055226,0.0,0.0,0.0,0,VIDEO
0.045862,1260.7,4.5473,13.0435,0.045615,0.000459,0.017002,0.723453,0.99462,0.0,0.0,0,ICMP
0.021098,1094.5,2.4095,25.0,0.020847,0.000211,0.016914,0.718736,0.988122,0.0,0.0,0,ICMP
0.235497,65.98,446.147,0.0,74.296736,0.002355,0.110879,0.971286,2.0,0.0,0.0,0,HTTP
2.321132,242.0,1198.932,0.0,0.000238,0.023211,0.082094,0.033688,0.000102,0.0,0.0,0,GAMING
11.05413,1357.45,1017.9167,0.0,0.0,0.110541,2.837552,0.316755,0.0,0.0,0.0,0,VIDEO
10.219835,1357.45,941.0852,0.0,0.0,0.102198,0.632819,0.059527,0.0,0.0,0.0,0,VIDEO
0.051027,1260.7,5.0594,13.0435,0.050752,0.00051,0.020111,0.809738,0.99462,0.0,0.0,0,ICMP
0.301948,238.96,157.9502,0.0,0.001031,0.003019,0.130665,1.727692,0.003415,0.0,0.0,0,GAMING
0.030373,1256.67,3.0212,13.3333,0.030206,0.000304,0.018301,1.009171,0.994483,0.0,0.0,0,ICMP
2.026621,241.66,1048.2652,0.0,0.00146,0.020266,0.192527,0.083071,0.00072,0.0,0.0,0,GAMING
25.041975,1500.0,165.6106,9.6038,0.078978,0.25042,30.397109,0.732917,0.003154,0.0,0.0,0,HTTP
8.361846,1354.09,771.9062,0.0,0.00092,0.083618,3.620688,1.731864,0.00011,0.0,0.0,0,VIDEO
0.010086,978.67,1.2882,0.0,0.0,0.000101,0.004273,1.591209,0.0,0.0,0.0,0,ICMP
0.047664,1315.64,4.5286,9.0909,0.047492,0.000477,0.023656,0.988634,0.996407,0.0,0.0,0,ICMP
0.226372,66.0,428.7345,0.0,71.919109,0.002264,0.100553,0.851796,2.0,0.0,0.0,0,HTTP
9.647432,1358.0,888.0184,0.0,0.000156,0.096474,1.709098,0.178854,1.6e-05,0.0,0.0,0,VIDEO
0.047952,1442.0,4.1567,0.0,0.048125,0.00048,0.01964,0.841365,1.003606,0.0,0.0,0,ICMP
2.303081,241.91,1190.0535,0.0,0.0,0.023031,0.30293,0.135883,0.0,0.0,0.0,0,GAMING
0.042106,1260.7,4.1749,13.0435,0.04188,0.000421,0.022079,0.994561,0.99462,0.0,0.0,0,ICMP
9.948299,1357.45,916.081,0.0,0.0,0.099483,0.309717,0.030067,0.0,0.0,0.0,0,VIDEO
2.305008,241.91,1191.0452,0.0,0.0,0.02305,0.064968,0.027021,0.0,0.0,0.0,0,GAMING
61.295383,1500.0,423.0439,10.6782,0.199769,0.612954,29.853754,0.829568,0.003259,0.0,0.0,0,HTTP
10.147578,1358.0,934.0554,0.0,0.000164,0.101476,2.472939,0.280744,1.6e-05,0.0,0.0,0,VIDEO
0.043592,1315.64,4.1418,9.0909,0.043436,0.000436,0.023586,0.997046,0.996407,0.0,0.0,0,ICMP
9.6096,1358.0,884.5361,0.0,0.000152,0.096096,0.578207,0.057701,1.6e-05,0.0,0.0,0,VIDEO
0.121459,66.1,229.6925,0.0,34.76985,0.001215,0.078652,0.693772,2.0,0.0,0.0,0,HTTP
2.308922,241.91,1193.0682,0.0,0.0,0.023089,0.94576,1.160844,0.0,0.0,0.0,0,GAMING
2.462822,241.94,1272.441,0.0,0.0,0.024628,0.968669,0.503455,0.0,0.0,0.0,0,GAMING
0.025611,1243.43,2.5747,14.2857,0.025458,0.000256,0.019402,1.069433,0.994026,0.0,0.0,0,ICMP
9.649562,1358.0,888.2145,0.0,0.000234,0.096496,0.564229,0.054442,2.4e-05,0.0,0.0,0,VIDEO
0.033441,1278.47,3.2697,11.7647,0.033281,0.000334,0.017794,0.98774,0.995215,0.0,0.0,0,ICMP
0.229869,65.98,435.4882,0.0,73.649255,0.002299,0.111027,0.871628,2.0,0.0,0.0,0,HTTP
11.163043,1357.17,1028.1537,0.0,0.0,0.11163,0.713028,0.068692,0.0,0.0,0.0,0,VIDEO
0.028557,1243.43,2.8708,14.2857,0.028386,0.000286,0.020294,1.050333,0.994026,0.0,0.0,0,ICMP
0.099034,65.97,187.6566,0.0,43.359488,0.00099,0.08571,0.678879,2.0,0.0,0.0,0,HTTP
0.049726,1260.7,4.9304,13.0435,0.049458,0.000497,0.020199,0.837805,0.99462,0.0,0.0,0,ICMP
2.447918,242.0,1264.4206,0.0,0.000255,0.024479,0.154685,0.064837,0.000104,0.0,0.0,0,GAMING
2.40858,242.0,1244.1011,0.0,0.000163,0.024086,0.386452,0.180669,6.8e-05,0.0,0.0,0,GAMING
0.04015,1303.0,3.8517,10.0,0.03999,0.000401,0.02119,0.991612,0.996009,0.0,0.0,0,ICMP
2.387964,242.0,1233.4522,0.0,0.000163,0.02388,0.110856,0.046011,6.8e-05,0.0,0.0,0,GAMING
2.285388,241.74,1181.7609,0.0,0.001069,0.022854,0.989602,1.732051,0.000468,0.0,0.0,0,GAMING
9.509865,1357.19,875.8775,0.0,0.0,0.095099,2.191057,0.243245,0.0,0.0,0.0,0,VIDEO
0.045738,1315.64,4.3456,9.0909,0.045574,0.000457,0.024012,0.992934,0.996407,0.0,0.0,0,ICMP
10.586486,1357.45,974.8524,0.0,0.0,0.105865,0.813131,0.077962,0.0,0.0,0.0,0,VIDEO
52.112644,1500.0,375.7153,12.8243,0.172896,0.521126,20.713702,0.679488,0.003318,0.0,0.0,0,HTTP
2.421243,241.91,1251.1065,0.0,0.0,0.024212,0.069829,0.028565,0.0,0.0,0.0,0,GAMING
1.073479,1326.48,101.159,0.0,0.000972,0.010735,0.464735,1.730636,0.000905,0.0,0.0,0,VIDEO
0.045383,1260.7,4.4998,13.0435,0.045138,0.000454,0.017934,0.780334,0.99462,0.0,0.0,0,ICMP
2.478589,241.94,1280.5853,0.0,0.0,0.024786,0.063095,0.026109,0.0,0.0,0.0,0,GAMING
0.016222,1133.11,1.7896,0.0,0.016057,0.000162,0.020021,0.77635,0.989802,0.0,0.0,0,ICMP
0.037935,1278.47,3.7091,11.7647,0.037754,0.000379,0.022575,1.010629,0.995215,0.0,0.0,0,ICMP
0.208102,65.99,394.2103,0.0,66.948601,0.002081,0.08613,0.747062,2.0,0.0,0.0,0,HTTP
9.733422,1357.17,896.4832,0.0,0.0,0.097334,4.036867,0.602352,0.0,0.0,0.0,0,VIDEO
2.522944,242.0,1303.1733,0.0,0.000261,0.025229,0.049196,0.019959,0.000103,0.0,0.0,0,GAMING
0.150324,66.1,284.2702,0.0,41.22069,0.001503,0.07253,0.738698,2.0,0.0,0.0,0,HTTP
10.960371,1358.0,1008.8707,0.0,0.000177,0.109604,1.400686,0.14477,1.6e-05,0.0,0.0,0,VIDEO
9.938488,1357.45,915.1776,0.0,0.0,0.099385,4.076373,1.151379,0.0,0.0,0.0,0,VIDEO
70.471743,1500.0,470.8212,11.5525,0.219875,0.704717,29.781855,0.82086,0.00312,0.0,0.0,0,HTTP
0.059074,228.68,32.2902,94.5122,0.000923,0.000591,0.025494,1.708964,0.015625,0.0,0.0,0,GAMING
3.598118,1350.57,333.0185,0.0,0.00115,0.035981,1.558031,1.732051,0.00032,0.0,0.0,0,VIDEO
10.288603,1357.18,947.6103,0.0,0.0,0.102886,5.134138,0.999963,0.0,0.0,0.0,0,VIDEO
57.070164,1500.0,294.0447,13.5116,0.134278,0.570702,25.071315,0.594671,0.002353,0.0,0.0,0,HTTP
10.517219,1357.43,968.4833,0.0,0.0,0.105172,0.431232,0.041675,0.0,0.0,0.0,0,VIDEO
1.256268,241.65,649.8465,0.0,0.001685,0.012563,0.521601,0.244285,0.001341,0.0,0.0,0,GAMING
2.535071,241.91,1309.9314,0.0,0.0,0.025351,1.009175,0.671265,0.0,0.0,0.0,0,GAMING
10.103175,1358.0,929.9683,0.0,0.000244,0.101032,4.217774,1.475407,2.4e-05,0.0,0.0,0,VIDEO
2.234587,242.0,1154.229,0.0,0.000233,0.022346,0.155991,0.064616,0.000104,0.0,0.0,0,GAMING
68.208976,1500.0,459.5047,11.0457,0.21582,0.68209,30.071659,0.755171,0.003164,0.0,0.0,0,HTTP
0.224319,238.61,117.5141,0.0,0.000937,0.002243,0.097038,1.725315,0.004177,0.0,0.0,0,GAMING
0.03999,1442.0,3.4665,0.0,0.04015,0.0004,0.021232,1.003062,1.004007,0.0,0.0,0,ICMP
69.847946,1500.0,473.6745,12.3923,0.219107,0.698479,24.70407,0.708484,0.003137,0.0,0.0,0,HTTP
0.226154,66.0,428.3218,0.0,72.069888,0.002262,0.080057,0.685578,2.0,0.0,0.0,0,HTTP
2.417634,241.91,1249.2468,0.0,0.0,0.024176,0.11224,0.045642,0.0,0.0,0.0,0,GAMING
2.08743,241.66,1079.7219,0.0,0.000816,0.020874,0.903781,1.73126,0.000391,0.0,0.0,0,GAMING
10.267097,1357.45,945.4403,0.0,0.0,0.102671,0.615268,0.05972,0.0,0.0,0.0,0,VIDEO
0.030117,1442.0,2.6107,0.0,0.030389,0.000301,0.019605,1.039761,1.009015,0.0,0.0,0,ICMP
10.618145,1357.45,977.7664,0.0,0.0,0.106181,0.196819,0.018772,0.0,0.0,0.0,0,VIDEO
11.263436,1357.17,1037.3988,0.0,0.0,0.112634,0.630781,0.061198,0.0,0.0,0.0,0,VIDEO
5.278785,1500.0,42.8185,3.6697,0.022025,0.052788,33.412836,0.928803,0.004172,0.0,0.0,0,HTTP
0.159595,66.0,302.2634,0.0,51.383407,0.001596,0.082698,0.618781,2.0,0.0,0.0,0,HTTP
10.837175,1358.0,997.5308,0.0,0.000171,0.108372,4.432857,1.175287,1.6e-05,0.0,0.0,0,VIDEO
27.668414,1500.0,197.6167,8.9641,0.095234,0.276684,24.73934,0.710039,0.003442,0.0,0.0,0,HTTP
66.328657,1500.0,435.584,9.9735,0.20705,0.663287,34.012102,0.937342,0.003122,0.0,0.0,0,HTTP
0.032342,1278.47,3.1621,11.7647,0.032187,0.000323,0.017544,0.779508,0.995215,0.0,0.0,0,ICMP
2.371149,241.94,1225.0733,0.0,0.0,0.023711,0.1297,0.053848,0.0,0.0,0.0,0,GAMING
10.58335,1357.45,974.5644,0.0,0.0,0.105834,0.235857,0.022625,0.0,0.0,0.0,0,VIDEO
2.4349,241.91,1258.168,0.0,0.0,0.024349,0.027837,0.01136,0.0,0.0,0.0,0,GAMING
72.496547,1500.0,464.4697,7.7725,0.226111,0.724965,30.284912,0.830077,0.003119,0.0,0.0,0,HTTP
0.064736,66.0,122.6067,0.0,20.59699,0.000647,0.090187,0.681785,2.0,0.0,0.0,0,HTTP
13.236207,1500.0,90.4481,10.1655,0.042854,0.132362,24.477366,0.59262,0.003238,0.0,0.0,0,HTTP
0.973348,241.24,504.3414,0.0,0.001589,0.009733,0.622417,0.305413,0.001633,0.0,0.0,0,GAMING
0.046363,1260.7,4.597,13.0435,0.046114,0.000464,0.017556,0.742257,0.99462,0.0,0.0,0,ICMP
0.012837,920.75,1.7427,0.0,0.012565,0.000128,0.01674,0.747108,0.978822,0.0,0.0,0,ICMP
68.068888,1500.0,454.8703,11.437,0.212703,0.680689,27.818572,1.187261,0.003125,0.0,0.0,0,HTTP
0.043892,1252.45,4.3806,13.6364,0.043644,0.000439,0.021606,0.94608,0.994338,0.0,0.0,0,ICMP
0.336972,1500.0,5.8768,3.3333,0.003246,0.00337,33.082732,0.998546,0.009632,0.0,0.0,0,HTTP
10.102326,1357.45,930.2666,0.0,0.0,0.101023,0.681162,0.064706,0.0,0.0,0.0,0,VIDEO
2.219816,241.91,1147.0286,0.0,0.0,0.022198,0.144554,0.060434,0.0,0.0,0.0,0,GAMING
10.607907,1357.17,977.0219,0.0,0.0,0.106079,0.636102,0.061217,0.0,0.0,0.0,0,VIDEO
51.383407,1500.0,328.1603,7.8916,0.159595,0.513834,26.278642,0.624105,0.003106,0.0,0.0,0,HTTP
2.313934,241.94,1195.5124,0.0,0.0,0.023139,0.085674,0.035685,0.0,0.0,0.0,0,GAMING
2.086082,241.91,1077.9208,0.0,0.0,0.020861,0.705348,0.342485,0.0,0.0,0.0,0,GAMING
2.328939,241.94,1203.2643,0.0,0.0,0.023289,0.915801,0.490446,0.0,0.0,0.0,0,GAMING
0.044527,1315.64,4.2306,9.0909,0.044367,0.000445,0.01604,0.696326,0.996407,0.0,0.0,0,ICMP
73.8819,1500.0,491.6638,11.0162,0.231001,0.738819,31.218993,0.891665,0.003127,0.0,0.0,0,HTTP
1.943949,241.66,1005.5199,0.0,0.00117,0.019439,0.841755,1.732051,0.000602,0.0,0.0,0,GAMING
2.363099,241.94,1220.9114,0.0,0.0,0.023631,0.06358,0.026473,0.0,0.0,0.0,0,GAMING
2.472772,241.91,1277.7411,0.0,0.0,0.024728,1.148037,0.89335,0.0,0.0,0.0,0,GAMING
2.353647,242.0,1215.7269,0.0,0.000242,0.023536,0.085599,0.036294,0.000103,0.0,0.0,0,GAMING
2.482511,241.91,1282.7721,0.0,0.0,0.024825,0.096836,0.040059,0.0,0.0,0.0,0,GAMING
2.629842,242.0,1358.3892,0.0,0.000272,0.026298,0.124736,0.050928,0.000103,0.0,0.0,0,GAMING
10.24301,1357.18,943.4102,0.0,0.0,0.10243,0.082013,0.007945,0.0,0.0,0.0,0,VIDEO
2.334665,242.0,1205.922,0.0,0.00016,0.023347,0.122539,0.050737,6.8e-05,0.0,0.0,0,GAMING
9.65331,1357.45,888.9212,0.0,0.0,0.096533,4.86061,0.852217,0.0,0.0,0.0,0,VIDEO
10.295116,1357.18,948.2104,0.0,0.0,0.102951,0.230047,0.022121,0.0,0.0,0.0,0,VIDEO
9.511675,1357.16,876.0615,0.0,0.0,0.095117,0.933772,0.092128,0.0,0.0,0.0,0,VIDEO
0.010647,1442.0,0.923,0.0,0.010878,0.000106,0.018168,1.322871,1.021637,0.0,0.0,0,ICMP
2.337465,242.0,1207.3685,0.0,0.00016,0.023375,0.165414,0.066524,6.8e-05,0.0,0.0,0,GAMING
0.040206,1442.0,3.4852,0.0,0.040367,0.000402,0.02266,1.01064,1.004007,0.0,0.0,0,ICMP
0.029843,1268.25,2.9414,0.0,0.0,0.000298,0.012821,1.679048,0.0,0.0,0.0,0,ICMP
0.130622,66.1,247.0167,0.0,39.158775,0.001306,0.077686,0.736768,2.0,0.0,0.0,0,HTTP
10.337406,1357.45,951.9141,0.0,0.0,0.103374,0.341276,0.032886,0.0,0.0,0.0,0,VIDEO
1.58637,241.58,820.8458,0.0,0.001282,0.015864,0.686918,1.732051,0.000808,0.0,0.0,0,GAMING
2.427799,241.94,1254.3405,0.0,0.0,0.024278,0.04333,0.017816,0.0,0.0,0.0,0,GAMING
2.396643,241.94,1238.246,0.0,0.0,0.023966,0.053548,0.021898,0.0,0.0,0.0,0,GAMING
2.469554,1349.42,228.7606,0.0,0.001629,0.024696,3.562001,0.41519,0.00066,0.0,0.0,0,VIDEO
10.640596,1358.0,979.4363,0.0,0.000169,0.106406,0.811574,0.077607,1.6e-05,0.0,0.0,0,VIDEO
4.222824,1348.95,391.3069,0.0,0.000995,0.042228,1.828417,1.731597,0.000236,0.0,0.0,0,VIDEO
70.771744,1500.0,477.0847,12.1533,0.221243,0.707717,29.890518,0.831482,0.003126,0.0,0.0,0,HTTP
9.234285,1358.0,849.9894,0.0,0.000222,0.092343,0.736654,0.071035,2.4e-05,0.0,0.0,0,VIDEO
0.05339,66.22,100.7818,0.0,14.239678,0.000534,0.083589,0.808437,2.0,0.0,0.0,0,HTTP
68.025126,1500.0,464.058,11.7968,0.216052,0.680251,25.182842,0.73759,0.003176,0.0,0.0,0,HTTP
0.098905,66.0,187.3192,0.0,42.97573,0.000989,0.078947,0.657286,2.0,0.0,0.0,0,HTTP
10.49515,1358.0,966.0484,0.0,0.000169,0.104951,0.192255,0.018629,1.6e-05,0.0,0.0,0,VIDEO
9.814146,1358.0,903.3639,0.0,0.000158,0.098141,0.495648,0.04785,1.6e-05,0.0,0.0,0,VIDEO
0.223191,66.0,422.7111,0.0,71.483508,0.002232,0.086441,0.791337,2.0,0.0,0.0,0,HTTP
0.060075,65.92,113.9164,0.0,19.066143,0.000601,0.078011,0.574145,2.0,0.0,0.0,0,HTTP
77.411463,1500.0,505.2605,9.8271,0.240561,0.774115,35.031749,0.932684,0.003108,0.0,0.0,0,HTTP
9.282466,1358.0,854.4243,0.0,0.000222,0.092825,4.414964,0.584055,2.4e-05,0.0,0.0,0,VIDEO
0.033611,1222.53,3.4366,15.7895,0.033385,0.000336,0.020695,0.867304,0.993284,0.0,0.0,0,ICMP
0.048421,1442.0,4.1974,0.0,0.048683,0.000484,0.017223,0.745183,1.005409,0.0,0.0,0,ICMP
2.261526,242.0,1168.1437,0.0,0.000233,0.022615,0.134292,0.055735,0.000103,0.0,0.0,0,GAMING
10.172125,1357.44,936.7005,0.0,0.0,0.101721,1.33645,0.12372,0.0,0.0,0.0,0,VIDEO
2.411216,242.0,1245.463,0.0,0.000249,0.024112,0.01855,0.007725,0.000103,0.0,0.0,0,GAMING
0.149798,66.08,283.3589,0.0,45.143999,0.001498,0.08194,0.719144,2.0,0.0,0.0,0,HTTP
9.745431,1357.45,897.4011,0.0,0.0,0.097454,3.665464,0.438209,0.0,0.0,0.0,0,VIDEO
9.626028,1357.18,886.5859,0.0,0.0,0.09626,0.878523,0.083669,0.0,0.0,0.0,0,VIDEO
0.402437,1500.0,11.1313,12.7273,0.005338,0.004024,32.615601,1.001923,0.013265,0.0,0.0,0,HTTP
71.365985,1500.0,478.4463,11.593,0.22329,0.71366,30.948187,0.898555,0.003129,0.0,0.0,0,HTTP
76.121247,1500.0,506.6868,10.6718,0.23898,0.761212,36.14521,0.99951,0.003139,0.0,0.0,0,HTTP
2.41113,242.0,1245.4183,0.0,0.000249,0.024111,0.166594,0.069083,0.000103,0.0,0.0,0,GAMING
2.485972,242.0,1284.0764,0.0,0.000253,0.02486,0.04646,0.018977,0.000102,0.0,0.0,0,GAMING
0.041899,1222.53,4.2841,15.7895,0.041618,0.000419,0.021588,0.993267,0.993284,0.0,0.0,0,ICMP
0.02305,1442.0,1.9981,0.0,0.023235,0.000231,0.015271,0.67543,1.008014,0.0,0.0,0,ICMP
10.348728,1357.46,952.9512,0.0,0.0,0.103487,0.377382,0.036575,0.0,0.0,0.0,0,VIDEO
0.027665,1243.43,2.7811,0.0,0.0,0.000277,0.01188,1.676032,0.0,0.0,0.0,0,ICMP
9.556719,1358.0,879.6686,0.0,0.000225,0.095567,0.641699,0.061736,2.4e-05,0.0,0.0,0,VIDEO
0.046274,1260.7,4.5881,13.0435,0.046025,0.000463,0.019952,1.703041,0.99462,0.0,0.0,0,ICMP
10.138766,1358.0,933.2443,0.0,0.000163,0.101388,0.496144,0.048001,1.6e-05,0.0,0.0,0,VIDEO
0.227386,66.0,430.6549,0.0,72.306857,0.002274,0.089929,0.786736,2.0,0.0,0.0,0,HTTP
2.315246,241.91,1196.3401,0.0,0.0,0.023152,0.164399,0.067909,0.0,0.0,0.0,0,GAMING
2.339849,241.94,1208.903,0.0,0.0,0.023398,0.146533,0.061108,0.0,0.0,0.0,0,GAMING
0.048891,66.26,92.2343,0.0,13.070312,0.000489,0.090741,0.806759,2.0,0.0,0.0,0,HTTP
1.452234,241.71,751.0229,0.0,0.001523,0.014522,0.439379,0.20057,0.001049,0.0,0.0,0,GAMING
2.467836,241.91,1275.1847,0.0,0.0,0.024678,0.060544,0.025318,0.0,0.0,0.0,0,GAMING
0.168044,65.98,318.3536,0.0,59.873344,0.00168,0.082342,0.622495,2.0,0.0,0.0,0,HTTP
6.280514,1354.46,579.613,0.0,0.001699,0.062805,2.075745,0.210445,0.000271,0.0,0.0,0,VIDEO
8.383419,1354.57,773.6261,0.0,0.001148,0.083834,3.630127,1.732051,0.000137,0.0,0.0,0,VIDEO
10.156407,1358.0,934.8681,0.0,0.000246,0.101564,0.443499,0.042026,2.4e-05,0.0,0.0,0,VIDEO
